Date,Wheat,Milo,Corn,Beans
1/24/05,3.12,1.57,1.94,4.63
1/25/05,3.11,1.58,1.95,4.69
1/26/05,3.10,1.58,1.95,4.66
1/27/05,3.04,1.55,1.92,4.59
1/28/05,3.06,1.55,1.92,4.57
1/31/05,3.07,1.56,1.93,4.58
2/1/05,3.06,1.56,1.93,4.50
2/2/05,3.04,1.54,1.91,4.48
2/3/05,3.04,1.54,1.91,4.45
2/4/05,3.02,1.54,1.91,4.43
2/7/05,3.06,1.55,1.92,4.44
2/8/05,3.08,1.54,1.91,4.46
2/9/05,3.08,1.54,1.91,4.54
2/10/05,3.12,1.57,1.94,4.59
2/11/05,3.12,1.58,1.96,4.69
2/14/05,3.16,1.60,1.98,4.79
2/15/05,3.10,1.59,1.97,4.78
2/16/05,3.03,1.56,1.94,4.78
2/17/05,3.04,1.58,1.92,4.98
2/18/05,3.04,1.59,1.98,4.99
2/22/05,3.28,1.67,2.06,5.23
2/23/05,3.30,1.65,2.04,5.18
2/24/05,3.26,1.65,2.04,5.10
2/25/05,3.36,1.73,2.12,5.40
2/28/05,3.43,1.74,2.13,5.57
3/1/05,3.34,1.70,2.09,5.45
3/2/05,3.35,1.70,2.09,5.59
3/3/05,3.31,1.69,2.08,5.59
3/4/05,3.30,1.68,2.07,5.62
3/7/05,3.26,1.64,2.03,5.48
3/8/05,3.31,1.65,2.04,5.58
3/9/05,3.33,1.67,2.06,5.62
3/10/05,3.40,1.71,2.10,5.71
3/11/05,3.48,1.76,2.15,5.95
3/14/05,3.41,1.72,2.11,5.88
3/15/05,3.50,1.80,2.19,6.13
3/16/05,3.42,1.77,2.16,6.06
3/17/05,3.44,1.75,2.14,6.04
3/18/05,3.38,1.71,2.10,5.81
3/21/05,3.26,1.66,2.05,5.59
3/22/05,3.27,1.65,2.04,5.59
3/22/05,3.23,1.62,2.01,5.55
3/24/05,3.27,1.62,2.01,5.61
3/28/05,3.24,1.64,2.03,5.58
3/29/05,3.22,1.65,2.04,5.56
3/30/05,3.17,1.65,2.04,5.73
3/31/05,3.16,1.65,2.04,5.60
4/1/05,3.10,1.65,2.04,5.46
4/4/05,3.03,1.62,2.01,5.47
4/5/05,3.01,1.58,1.97,5.50
4/6/05,3.02,1.59,1.98,5.55
4/7/05,3.03,1.58,1.97,5.56
4/8/05,2.98,1.56,1.95,5.44
4/11/05,2.99,1.58,1.97,5.49
4/12/05,3.01,1.59,1.98,5.50
4/13/05,2.99,1.58,1.97,5.55
4/14/05,3.00,1.61,2.00,5.55
4/15/05,2.93,1.59,1.98,5.54
4/18/05,2.94,1.57,1.96,5.48
4/19/05,2.99,1.63,2.02,5.70
4/20/05,3.04,1.64,2.03,5.69
4/21/05,3.06,1.64,2.03,5.76
4/22/05,3.06,1.62,2.01,5.71
4/25/05,3.17,1.66,2.05,5.73
4/26/05,3.20,1.66,2.05,5.75
4/27/05,3.18,1.61,2.00,5.65
4/28/05,3.17,1.58,1.97,5.56
4/29/05,3.19,1.58,1.97,5.57
5/2/05,3.15,1.54,1.93,5.57
5/3/05,3.09,1.50,1.89,5.56
5/4/05,3.08,1.51,1.90,5.55
5/5/05,3.05,1.53,1.92,5.59
5/6/05,3.09,1.53,1.92,5.70
5/9/05,3.03,1.53,1.92,5.68
5/10/05,3.12,1.53,1.92,5.64
5/11/05,3.03,1.52,1.91,5.63
5/12/05,3.00,1.49,1.88,5.54
5/13/05,2.96,1.49,1.88,5.43
5/16/05,2.98,1.54,1.91,5.54
5/17/05,3.03,1.55,1.92,5.51
5/18/05,3.03,1.58,1.97,5.68
5/19/05,3.01,1.57,1.96,5.64
5/20/05,3.04,1.60,2.00,5.68
5/23/05,3.24,1.72,2.12,5.76
5/24/05,3.17,1.73,2.11,5.86
5/25/05,3.12,1.75,2.13,6.07
5/26/05,3.20,1.77,2.17,6.16
5/27/05,3.15,1.73,2.13,6.08
5/31/05,3.14,1.74,2.14,6.20
6/1/05,3.11,1.77,2.18,6.25
6/2/05,3.05,1.69,2.10,6.05
6/3/05,3.04,1.70,2.11,6.15
6/6/05,3.01,1.73,2.14,6.18
6/7/05,2.96,1.72,2.13,6.15
6/8/05,2.86,1.68,2.09,6.08
6/9/05,2.82,1.68,2.09,6.13
6/10/05,2.77,1.62,2.03,6.06
6/13/05,2.80,1.67,2.08,6.21
6/14/05,2.79,1.71,2.12,6.30
6/15/05,2.85,1.76,2.17,6.43
6/16/05,2.84,1.78,2.19,6.41
6/17/05,2.90,1.81,2.22,6.64
6/20/05,3.01,1.88,2.29,6.79
6/21/05,2.96,1.84,2.25,6.75
6/22/05,2.99,1.82,2.23,6.77
6/23/05,2.96,1.79,2.20,6.66
6/24/05,3.00,1.83,2.26,6.85
6/27/05,2.94,1.74,2.15,6.35
6/28/05,2.92,1.71,2.12,6.07
6/29/05,2.96,1.69,2.10,6.12
6/30/05,2.90,1.65,2.06,5.92
7/1/05,2.92,1.69,2.10,6.12
7/5/05,3.02,1.83,2.24,6.51
7/6/05,2.99,1.83,2.24,6.34
7/7/05,3.01,1.85,2.26,6.31
7/8/05,2.98,1.79,2.19,6.14
7/11/05,2.96,1.78,2.19,6.26
7/12/05,2.94,1.79,2.20,6.37
7/13/05,3.01,1.88,2.29,6.50
7/14/05,3.07,1.94,2.35,6.56
7/15/05,3.09,2.01,2.42,6.60
7/18/05,3.11,2.03,2.44,6.56
7/19/05,3.00,1.93,2.34,6.22
7/20/05,2.97,1.86,2.30,6.32
7/21/05,2.93,1.78,2.22,6.17
7/22/05,2.95,1.78,2.22,6.14
7/25/05,2.92,1.75,2.19,6.15
7/26/05,2.96,1.78,2.22,6.21
7/27/05,2.97,1.81,2.25,6.19
7/28/05,3.01,1.85,2.29,6.29
7/29/05,2.97,1.81,2.25,6.17
8/1/05,3.00,1.76,2.20,6.18
8/2/05,3.02,1.77,2.21,6.35
8/3/05,2.95,1.71,2.15,6.15
8/4/05,2.96,1.69,2.13,6.16
8/5/05,2.93,1.65,2.09,6.02
8/8/05,2.94,1.66,2.10,6.04
8/9/05,2.92,1.65,2.07,5.86
8/10/05,2.93,1.67,2.11,5.86
8/11/05,3.01,1.69,2.13,5.86
8/12/05,2.99,1.62,2.06,5.84
8/15/05,2.99,1.55,1.99,5.56
8/16/05,2.96,1.54,1.98,5.61
8/17/05,2.98,1.57,2.01,5.61
8/18/05,3.03,1.55,1.99,5.56
8/19/05,3.09,1.54,1.98,5.44
8/22/05,3.06,1.57,2.01,5.55
8/23/05,3.08,1.63,1.99,5.57
8/24/05,3.02,1.61,1.97,5.49
8/25/05,3.08,1.58,1.94,5.34
8/26/05,3.13,1.70,2.09,5.41
8/29/05,3.14,1.72,2.11,5.45
8/30/05,3.12,1.71,2.10,5.50
8/31/05,3.04,1.69,2.06,5.34
9/1/05,3.07,1.71,2.11,5.42
9/2/05,3.04,1.69,2.06,5.34
9/6/05,3.04,1.73,2.10,5.49
9/7/05,3.01,1.70,2.07,5.41
9/8/05,3.06,1.68,2.05,5.36
9/9/05,3.09,1.68,2.05,5.25
9/12/05,3.14,1.64,2.01,5.20
9/13/05,3.21,1.62,1.99,5.21
9/14/05,3.23,1.60,1.97,5.15
9/15/05,3.24,1.59,1.96,5.04
9/16/05,3.25,1.58,1.97,5.06
9/19/05,3.21,1.59,1.97,5.11
9/20/05,3.16,1.59,1.98,5.07
9/21/05,3.19,1.59,1.98,5.13
9/22/05,3.27,1.60,2.00,5.16
9/23/05,3.32,1.59,1.99,5.09
9/26/05,3.30,1.56,1.97,5.03
9/27/05,3.25,1.54,1.95,4.93
9/28/05,3.26,1.54,1.95,4.98
9/29/05,3.28,1.55,1.96,4.96
9/30/05,3.38,1.57,1.98,5.08
10/3/05,3.40,1.60,2.01,5.16
10/4/05,3.37,1.57,1.98,4.98
10/5/05,3.36,1.56,1.97,4.94
10/6/05,3.40,1.55,1.96,4.94
10/7/05,3.35,1.54,1.95,4.94
10/10/05,3.41,1.53,1.94,4.86
10/11/05,3.41,1.54,1.95,4.94
10/12/05,3.46,1.57,1.98,5.19
10/13/05,3.46,1.54,1.95,5.18
10/14/05,3.39,1.55,1.96,5.20
10/17/05,3.38,1.55,1.96,5.21
10/18/05,3.31,1.53,1.94,5.12
10/19/05,3.28,1.53,1.94,5.16
10/20/05,3.31,1.54,1.95,5.12
10/21/05,3.28,1.53,1.94,4.99
10/24/05,3.23,1.51,1.92,5.05
10/25/05,3.28,1.51,1.92,5.08
10/26/05,3.31,1.49,1.90,5.02
10/27/05,3.36,1.49,1.90,5.01
10/28/05,3.34,1.48,1.89,4.95
10/31/05,3.29,1.47,1.88,4.95
11/1/05,3.27,1.48,1.89,5.05
11/2/05,3.19,1.47,1.88,5.03
11/3/05,3.21,1.48,1.89,5.20
11/4/05,3.25,1.48,1.89,5.10
11/7/05,3.18,1.49,1.88,5.10
11/8/05,3.23,1.49,1.88,5.04
11/9/05,3.29,1.49,1.90,5.08
11/10/05,3.28,1.48,1.89,5.07
11/11/05,3.29,1.50,1.91,5.21
11/14/05,3.26,1.51,1.92,5.14
11/15/05,3.19,1.50,1.92,5.12
11/16/05,3.16,1.47,1.89,4.97
11/17/05,3.12,1.46,1.88,4.99
11/18/05,3.16,1.45,1.87,4.90
11/21/05,3.12,1.46,1.88,4.93
11/22/05,3.10,1.50,1.92,4.95
11/23/05,3.06,1.49,1.91,4.85
11/25/05,3.06,1.48,1.90,4.77
11/28/05,3.06,1.46,1.88,4.81
11/29/05,3.18,1.44,1.86,4.77
11/30/05,3.27,1.48,1.90,4.82
12/1/05,3.32,1.50,1.92,4.84
12/2/05,3.28,1.49,1.91,4.87
12/5/05,3.29,1.53,1.95,4.97
12/6/05,3.26,1.50,1.92,4.88
12/7/05,3.23,1.47,1.89,4.85
12/8/05,3.20,1.48,1.90,4.93
12/9/05,3.16,1.50,1.92,4.95
12/12/05,3.18,1.54,1.96,5.10
12/13/05,3.18,1.55,1.97,5.24
12/14/05,3.24,1.53,1.95,5.19
12/15/05,3.29,1.51,1.93,5.13
12/16/05,3.30,1.54,1.96,5.18
12/19/05,3.33,1.55,1.97,5.35
12/20/05,3.37,1.56,1.98,5.31
12/21/05,3.34,1.56,1.98,5.33
12/22/05,3.38,1.62,2.05,5.49
12/23/05,3.43,1.63,2.06,5.49
12/27/05,3.48,1.65,2.08,5.48
12/28/05,3.52,1.65,2.08,5.47
12/29/05,3.47,1.60,2.03,5.34
12/30/05,3.49,1.65,2.08,5.38
1/3/06,3.53,1.69,2.12,5.54
1/4/06,3.53,1.67,2.10,5.60
1/5/06,3.48,1.65,2.08,5.47
1/6/06,3.41,1.63,2.06,5.39
1/9/06,3.34,1.61,2.03,5.22
1/10/06,3.35,1.63,2.05,5.17
1/11/06,3.38,1.65,2.07,5.13
1/12/06,3.46,1.63,2.05,5.00
1/13/06,3.46,1.64,2.06,5.05
1/17/06,3.38,1.59,2.01,4.99
1/18/06,3.36,1.56,1.98,4.94
1/19/06,3.46,1.55,1.97,4.93
1/20/06,3.47,1.55,1.97,4.56
1/23/06,3.43,1.58,2.00,5.03
1/24/06,3.49,1.63,2.05,4.99
1/25/06,3.54,1.67,2.09,4.95
1/26/06,3.59,1.67,2.09,4.01
1/27/06,3.57,1.69,2.11,5.15
1/30/06,3.61,1.68,2.10,5.25
1/31/06,3.61,1.69,2.11,5.20
2/1/06,3.56,1.67,2.09,5.06
2/2/06,3.66,1.71,2.13,5.10
2/3/06,3.75,1.75,2.17,5.21
2/6/06,3.81,1.73,2.15,5.13
2/7/06,3.76,1.68,2.10,5.00
2/8/06,3.90,1.71,2.13,5.04
2/9/06,3.97,1.76,2.18,5.14
2/10/06,3.93,1.71,2.13,5.08
2/13/06,3.78,1.71,2.13,5.10
2/14/06,3.76,1.69,2.11,5.09
2/15/06,3.80,1.72,2.14,5.13
2/16/06,3.89,1.74,2.16,5.18
2/17/06,3.98,1.77,2.19,5.27
2/21/06,4.03,1.76,2.18,5.14
2/22/06,3.95,1.72,2.14,5.00
2/23/06,3.97,1.73,2.15,4.98
2/24/06,3.97,1.78,2.20,5.03
2/27/06,4.04,1.78,2.20,5.06
2/28/06,4.02,1.78,2.20,5.07
3/1/06,3.91,1.74,2.16,5.04
3/2/06,3.96,1.78,2.20,5.17
3/3/06,4.02,1.79,2.21,5.19
3/6/06,3.96,1.72,2.14,5.14
3/7/06,3.95,1.70,2.12,5.03
3/8/06,4.03,1.70,2.12,5.04
3/9/06,4.03,1.74,2.16,5.08
3/10/06,4.12,1.77,2.19,5.09
3/13/06,3.94,1.71,2.13,5.05
3/14/06,3.83,1.74,2.16,5.08
3/15/06,3.80,1.71,2.13,5.04
3/16/06,3.73,1.67,2.09,4.96
3/17/06,3.81,1.64,2.06,4.97
3/20/06,3.73,1.60,2.02,4.93
3/21/06,3.76,1.66,2.08,4.95
3/22/06,3.76,1.65,2.07,4.97
3/23/06,3.67,1.61,2.03,4.95
3/24/06,3.61,1.61,2.03,4.94
3/27/06,3.57,1.64,2.06,5.00
3/28/06,3.61,1.64,2.06,5.02
3/29/06,3.66,1.66,2.08,5.03
3/30/06,3.70,1.70,2.12,5.08
3/31/06,3.78,1.78,2.20,4.92
4/3/06,3.74,1.97,2.21,4.85
4/4/06,3.75,1.77,2.19,4.79
4/5/06,3.83,1.78,2.20,4.82
4/6/06,3.92,1.84,2.26,4.84
4/7/06,3.91,1.91,2.27,4.78
4/10/06,4.11,1.89,2.26,4.80
4/11/06,4.23,1.90,2.27,4.88
4/12/06,4.24,1.87,2.22,4.86
4/13/06,4.19,1.86,2.21,4.88
4/17/06,4.00,1.87,2.22,4.97
4/18/06,4.15,1.89,2.24,5.01
4/19/06,4.15,1.89,2.24,4.99
4/20/06,4.13,1.86,2.21,4.96
4/21/06,4.06,1.87,2.22,4.95
4/24/06,4.06,1.83,2.18,4.99
4/25/06,4.11,1.81,2.16,5.05
4/26/06,4.07,1.82,2.17,5.01
4/27/06,3.90,1.81,2.16,5.00
4/28/06,3.96,1.87,2.23,5.14
5/1/06,4.02,1.86,2.22,5.20
5/2/06,4.08,1.84,2.20,5.16
5/3/06,4.03,1.83,2.19,5.19
5/4/06,4.03,1.79,2.15,5.17
5/5/06,4.20,1.81,2.17,5.20
5/8/06,4.26,1.77,2.13,5.13
5/9/06,4.32,1.78,2.14,5.18
5/10/06,4.29,1.80,2.16,5.19
5/11/06,4.36,1.87,2.23,5.26
5/12/06,4.45,1.98,2.34,5.26
5/15/06,4.44,2.00,2.36,5.18
5/16/06,4.50,2.01,2.37,5.16
5/17/06,4.71,2.10,2.46,5.17
5/18/06,4.70,2.10,2.43,5.11
5/19/06,4.68,2.04,2.38,5.00
5/22/06,4.82,2.06,2.40,4.96
5/23/06,4.76,2.05,2.40,5.00
5/24/06,4.66,2.02,2.37,4.96
5/25/06,4.63,2.05,2.40,4.97
5/26/06,4.70,2.06,2.41,4.96
5/30/06,4.66,2.07,2.42,4.97
5/31/06,4.52,2.03,2.38,4.93
6/1/06,4.46,2.07,2.42,5.00
6/2/06,4.56,2.14,2.47,5.22
6/5/06,4.58,2.07,2.40,5.16
6/6/06,4.40,2.02,2.35,5.07
6/7/06,4.49,2.05,2.38,5.10
6/8/06,4.46,2.00,2.33,5.01
6/9/06,4.41,1.96,2.29,4.99
6/12/06,4.42,2.02,2.35,5.13
6/13/06,4.34,1.97,2.30,5.09
6/14/06,4.23,1.91,2.24,5.03
6/15/06,4.26,1.87,2.22,5.06
6/16/06,4.25,1.90,2.25,5.13
6/19/06,4.23,1.84,2.19,4.98
6/20/06,4.36,1.84,2.19,4.99
6/21/06,4.45,1.87,2.23,5.00
6/22/06,4.42,1.83,2.21,4.97
6/23/06,4.43,1.82,2.18,4.99
6/26/06,4.48,1.82,2.15,4.95
6/27/06,4.61,1.89,2.19,5.04
6/28/06,4.57,1.89,2.19,5.05
6/29/06,4.65,1.92,2.22,5.08
6/30/06,4.66,1.98,2.28,5.20
7/3/06,4.75,2.08,2.41,5.29
7/5/06,4.79,2.04,2.37,5.21
7/6/06,4.76,2.09,2.42,5.34
7/7/06,4.64,2.06,2.39,5.34
7/10/06,4.68,2.12,2.45,5.36
7/11/06,4.82,2.19,2.52,5.38
7/12/06,4.74,2.23,2.56,5.35
7/13/06,4.51,2.15,2.48,5.28
7/14/06,4.53,2.16,2.49,5.31
7/17/06,4.48,2.07,2.40,5.18
7/18/06,4.47,2.02,2.35,5.17
7/19/06,4.44,2.00,2.33,5.14
7/20/06,4.60,1.98,2.31,5.12
7/21/06,4.63,1.95,2.27,5.05
7/24/06,4.56,1.97,2.29,5.11
7/25/06,4.47,1.98,2.30,5.13
7/26/06,4.39,1.94,2.26,5.10
7/27/06,4.43,1.96,2.28,5.02
7/28/06,4.41,1.95,2.27,5.03
7/31/06,4.50,1.97,2.29,5.02
8/1/06,4.39,2.00,2.33,5.02
8/2/06,4.42,2.06,2.39,5.11
8/3/06,4.42,2.04,2.37,5.06
8/4/06,4.43,2.04,2.37,5.07
8/7/06,4.42,2.01,2.34,4.92
8/8/06,4.27,1.97,2.30,4.86
8/9/06,4.29,2.01,2.34,4.90
8/10/06,4.26,2.00,2.33,4.84
8/11/06,4.11,1.86,2.21,4.78
8/14/06,4.01,1.83,2.19,4.79
8/15/06,4.07,1.83,2.19,4.79
8/16/06,4.09,1.83,2.19,4.75
8/17/06,4.04,1.80,2.16,4.75
8/18/06,4.11,1.81,2.17,4.71
8/21/06,4.12,1.82,2.21,4.71
8/22/06,4.05,1.81,2.20,4.72
8/23/06,4.14,1.85,2.24,4.85
8/24/06,4.24,1.89,2.30,4.83
8/25/06,4.21,1.86,2.29,4.75
8/28/06,4.24,1.89,2.30,4.70
8/29/06,4.22,1.88,2.29,4.69
8/30/06,4.37,1.94,2.37,4.74
8/31/06,4.43,1.98,2.41,4.74
9/1/06,4.35,1.96,2.39,4.70
9/5/06,4.35,1.94,2.38,4.72
9/6/06,4.29,1.96,2.41,4.72
9/7/06,4.35,2.06,2.46,4.75
9/8/06,4.31,2.06,2.46,4.73
9/11/06,4.29,2.04,2.44,4.70
9/12/06,4.21,1.98,2.38,4.64
9/13/06,4.17,1.98,2.44,4.70
9/14/06,4.10,1.97,2.43,4.74
9/15/06,4.14,2.02,2.48,4.79
9/18/06,4.17,2.08,2.54,4.82
9/19/06,4.32,2.07,2.53,4.73
9/20/06,4.28,2.09,2.55,4.78
9/21/06,4.35,2.17,2.63,4.89
9/22/06,4.33,2.15,2.61,4.80
9/25/06,4.22,2.15,2.61,4.80
9/26/06,4.31,2.19,2.65,4.82
9/27/06,4.30,2.14,2.60,4.78
9/28/06,4.51,2.29,2.72,4.93
9/29/06,4.51,2.28,2.71,4.88
10/2/06,4.53,2.33,2.77,4.85
10/3/06,4.47,2.29,2.73,4.83
10/4/06,4.59,2.39,2.83,4.95
10/5/06,4.60,2.37,2.81,5.06
10/6/06,4.57,2.36,2.80,5.04
10/9/06,4.82,2.55,2.99,5.15
10/10/06,4.68,2.41,2.85,5.01
10/11/06,4.96,2.49,2.93,5.02
10/12/06,4.88,2.63,3.07,5.20
10/13/06,4.98,2.96,3.25,5.32
10/16/06,5.01,2.98,3.30,5.30
10/17/06,4.86,3.02,3.34,5.41
10/18/06,4.80,2.97,3.29,5.45
10/19/06,4.85,2.97,3.30,5.48
10/20/06,4.86,2.94,3.27,5.47
10/23/06,4.97,2.99,3.32,5.58
10/24/06,5.00,3.05,3.38,5.64
10/25/06,4.91,3.08,3.41,5.62
10/26/06,4.85,3.10,3.41,5.68
10/27/06,4.86,3.16,3.47,5.76
10/30/06,4.80,3.13,3.44,5.80
10/31/06,4.71,3.04,3.35,5.70
11/1/06,4.74,3.17,3.48,5.85
11/2/06,4.79,3.28,3.59,5.88
11/3/06,4.78,3.25,3.56,5.89
11/6/06,4.82,3.27,3.58,5.89
11/7/06,4.81,3.34,3.65,5.93
11/8/06,4.87,3.41,3.72,6.05
11/9/06,4.7,3.33,3.64,5.97
11/10/06,4.64,3.26,3.57,5.9
11/13/06,4.64,3.26,3.57,5.85
11/14/06,4.74,3.41,3.72,5.98
11/15/06,4.77,3.41,3.72,5.91
11/16/06,4.67,3.35,3.66,5.84
11/17/06,4.7,3.38,3.69,5.88
11/20/06,4.7,3.43,3.74,5.95
11/21/06,4.7,3.44,3.75,6
11/22/06,4.68,3.46,3.77,6.01
11/24/06,4.76,3.52,3.83,6.11
11/27/06,4.73,3.55,3.86,6.15
11/28/06,4.75,3.52,3.86,6.16
11/29/06,4.81,3.52,3.86,6.12
11/30/06,4.89,3.58,3.92,6.16
12/1/06,4.85,3.54,3.88,6.07
12/4/06,4.77,3.43,3.77,5.89
12/5/06,4.74,3.47,3.80,5.94
12/6/06,4.55,3.35,3.68,5.84
12/7/06,4.58,3.42,3.75,5.95
12/8/06,4.51,3.38,3.71,5.89
12/11/06,4.55,3.40,3.73,6.00
12/12/06,4.49,3.42,3.75,5.96
12/13/06,4.53,3.37,3.70,5.94
12/14/06,4.54,3.41,3.74,5.96
12/15/06,4.54,3.38,3.71,5.91
12/18/06,4.47,3.35,3.68,5.81
12/19/06,4.46,3.42,3.75,5.87
12/20/06,4.48,3.42,3.75,5.81
12/21/06,4.52,3.47,3.80,5.83
12/22/06,4.62,3.53,3.86,5.93
12/26/06,4.64,3.57,3.90,6.05
12/27/06,4.56,3.56,3.89,6.03
12/28/06,4.56,3.58,3.91,6.09
12/29/06,4.54,3.59,3.92,6.15
1/3/07,4.31,3.40,3.73,6.00
1/4/07,4.21,3.31,3.64,5.94
1/5/07,4.25,3.37,3.70,6.00
1/8/07,4.23,3.33,3.66,5.95
1/9/07,4.16,3.24,3.57,5.83
1/10/07,4.16,3.29,3.62,5.83
1/11/07,4.31,3.46,3.79,5.92
1/12/07,4.55,3.66,3.99,6.35
1/16/07,4.42,3.72,4.05,6.27
1/17/07,4.48,3.77,4.10,6.40
1/18/07,4.45,3.81,4.14,6.34
1/19/07,4.39,3.76,4.09,6.36
1/22/07,4.37,3.73,4.06,6.35
1/23/07,4.52,3.79,4.11,6.47
1/24/07,4.38,3.71,4.04,6.35
1/25/07,4.45,3.77,4.10,6.33
1/26/07,4.39,3.76,4.09,6.31
1/29/07,4.29,3.70,4.03,6.30
1/30/07,4.33,3.75,4.08,6.41
1/31/07,4.39,3.74,4.07,6.40
2/1/07,4.39,3.68,4.02,6.42
2/2/07,4.38,3.72,4.06,6.57
2/5/07,4.36,3.72,4.06,6.60
2/6/07,4.28,3.67,4.01,6.59
2/7/07,4.28,3.62,3.96,6.61
2/8/07,4.35,3.70,4.04,6.64
2/9/07,4.36,3.76,4.10,6.69
2/12/07,4.38,3.75,4.09,6.65
2/13/07,4.44,3.81,4.15,6.75
2/14/07,4.33,3.78,4.12,6.71
2/15/07,4.42,3.78,4.12,6.79
2/16/07,4.52,3.87,4.21,6.87
2/20/07,4.49,3.85,4.19,6.91
2/21/07,4.58,3.96,4.30,7.01
2/22/07,4.68,4.05,4.39,7.04
2/23/07,4.63,4.00,4.34,6.98
2/26/07,4.74,3.96,4.34,7.01
2/27/07,4.64,3.81,4.19,6.86
2/28/07,4.73,3.93,4.31,6.95
3/1/07,4.62,3.87,4.25,6.69
3/2/07,4.61,3.80,4.18,6.61
3/5/07,4.65,3.86,4.24,6.58
3/6/07,4.58,3.81,4.19,6.55
3/7/07,4.60,3.84,4.22,6.64
3/8/07,4.59,3.81,4.19,6.66
3/9/07,4.68,3.77,4.15,6.67
3/12/07,4.63,3.68,4.06,6.72
3/13/07,4.58,3.66,4.04,6.63
3/14/07,4.53,3.64,4.02,6.64
3/15/07,4.46,3.57,3.95,6.61
3/16/07,4.53,3.59,3.97,6.64
3/19/07,4.45,3.57,3.95,6.70
3/20/07,4.50,3.64,4.02,6.75
3/21/07,4.53,3.69,4.07,6.77
3/22/07,4.53,3.69,4.07,6.82
3/23/07,4.51,3.62,4.00,6.80
3/26/07,4.43,3.50,3.88,6.69
3/27/07,4.36,3.52,3.90,6.67
3/28/07,4.37,3.48,3.86,6.81
3/29/07,4.38,3.54,3.92,6.88
3/30/07,4.23,3.34,3.72,6.71
4/2/07,4.12,3.14,3.52,6.89
4/3/07,4.08,3.05,3.43,6.74
4/4/07,4.21,3.18,3.56,6.71
4/5/07,4.35,3.25,3.63,6.71
4/9/07,4.34,3.23,3.61,6.59
4/10/07,4.44,3.28,3.66,6.53
4/11/07,4.42,3.2,3.58,6.57
4/12/07,4.51,3.18,3.56,6.48
4/13/07,4.62,3.28,3.66,6.48
4/16/07,4.6,3.23,3.61,6.46
4/17/07,4.58,3.12,3.5,6.34
4/18/07,4.59,3.23,3.61,6.26
4/19/07,4.76,3.3,3.68,6.28
4/20/07,4.8,3.2,3.58,6.33
4/23/07,4.74,3.11,3.49,6.31
4/24/07,4.6,3.2,3.58,6.2
4/25/07,4.7,3.3,3.68,6.32
4/26/07,4.7,3.24,3.62,6.36
4/27/07,4.68,3.23,3.65,6.4
4/30/07,4.53,3.17,3.59,6.44
5/1/07,4.53,3.27,3.69,6.57
5/2/07,4.51,3.31,3.73,6.5
5/3/07,4.49,3.38,3.8,6.49
5/4/07,4.51,3.4,3.82,6.49
5/7/07,4.52,3.28,3.7,6.44
5/8/07,4.42,3.13,3.55,6.41
5/9/07,4.44,3.15,3.57,6.49
5/10/07,4.38,3.04,3.46,6.47
5/11/07,4.43,3.2,3.64,6.65
5/14/07,4.47,3.14,3.58,6.74
5/15/07,4.56,3.23,3.67,6.81
5/16/07,4.51,3.27,3.71,6.96
5/17/07,4.45,3.24,3.68,6.96
5/18/07,4.33,3.22,3.66,6.96
5/21/07,4.41,3.32,3.77,7.04
5/22/07,4.31,3.21,3.66,6.96
5/23/07,4.34,3.2,3.69,7.04
5/24/07,4.46,3.28,3.77,7.08
5/25/07,4.55,3.31,3.76,7.16
5/29/07,4.47,3.2,3.65,7.01
5/30/07,4.67,3.37,3.82,7.11
5/31/07,4.7,3.45,3.95,7.09
6/1/07,4.74,3.42,3.95,7.23
6/4/07,4.71,3.39,3.92,7.21
6/5/07,4.77,3.35,3.9,7.33
6/6/07,4.7,3.35,3.87,7.27
6/7/07,4.79,3.45,3.97,7.37
6/8/07,4.85,3.42,3.94,7.27
6/11/07,5.15,3.56,4.08,7.35
6/12/07,5.21,3.54,4.06,7.32
6/13/07,5.51,3.65,4.17,7.31
6/14/07,5.6,3.7,4.22,7.33
6/15/07,5.53,3.79,4.31,7.52
6/18/07,5.47,3.76,4.28,7.6
6/19/07,5.24,3.56,4.08,7.34
6/20/07,5.42,3.54,4.06,7.44
6/21/07,5.43,3.45,3.97,7.24
6/22/07,5.26,3.28,3.8,7.02
6/25/07,5.23,3.18,3.7,7.09
6/26/07,5.44,3.17,3.69,7.12
6/27/07,5.44,3.04,3.56,7.09
6/28/07,5.52,3,3.55,7.14
6/29/07,5.4,2.9,3.45,7.54
7/2/07,5.3,2.9,3.45,7.69
7/3/07,5.3,2.79,3.34,7.54
7/5/07,5.44,2.83,3.38,7.58
7/6/07,5.48,2.92,3.47,7.67
7/9/07,5.36,2.89,3.44,7.74
7/10/07,5.35,2.96,3.51,7.92
7/11/07,5.49,2.93,3.48,7.94
7/12/07,5.51,3.02,3.57,8.13
7/13/07,5.49,3.05,3.6,8.2
7/16/07,5.34,2.85,3.4,7.7
7/17/07,5.21,2.73,3.28,7.32
7/18/07,5.41,2.77,3.32,7.37
7/19/07,5.42,2.71,3.26,7.42
7/20/07,5.39,2.68,3.23,7.36
7/23/07,5.45,2.6,3.15,7.02
7/24/07,5.6,2.62,3.17,7.06
7/25/07,5.57,2.62,3.17,7.01
7/26/07,5.72,2.68,3.23,7.08
7/27/07,5.74,2.71,3.26,7.02
7/30/07,5.62,2.74,3.29,7.09
7/31/07,5.59,2.76,3.31,7.2
8/1/07,5.63,2.77,3.28,7.21
